ticket_id,created_at,channel,customer_tier,language,product_area,subject,description,routed_team,secondary_issue_team,priority,status,ticket_text,text_length_chars,text_length_words
TKT-003502,2025-07-08 10:35:42,chat,Basic,English,Invoice Portal,Please review this request still,I am not sure why this payment failed. I am using the web version. I would appreciate a quick response.,Billing,Unknown,High,Open,Please review this request still I am not sure why this payment failed. I am using the web version. I would appreciate a quick response.,136,25
TKT-002166,2025-07-08 11:43:13,chat,Enterprise,English,Analytics Dashboard,Help needed,"Hello, Can you explain how this feature works? I am using the service on mobile. This is quite frustrating. Please let me know what I should do next.",Product Inquiry,Unknown,High,Pending,"Help needed Hello, Can you explain how this feature works? I am using the service on mobile. This is quite frustrating. Please let me know what I should do next.",161,30
TKT-000356,2025-07-08 13:38:32,phone,Basic,English,Web App,Can someone help,I want to understand the pricing options better. It involves web app on my side. This seems linked to my recent order. This is quite frustrating. Please look into this.,Product Inquiry,Unknown,Low,Pending,Can someone help I want to understand the pricing options better. It involves web app on my side. This seems linked to my recent order. This is quite frustrating. Please look into this.,185,33
TKT-003300,2025-07-08 13:42:39,web_form,Free,English,Subscription Plan,probem  with  service,I need help with something. The renewal amount looks different from what I expected. This happened shortly after I updated my details.,Billing,Unknown,Medium,Pending,probem with service I need help with something. The renewal amount looks different from what I expected. This happened shortly after I updated my details.,154,25
TKT-002648,2025-07-08 17:52:25,chat,Enterprise,English,Premium Device,Follow-up on my previous isue,I AM TRYING TO RETURN THIS PURCHASE. I AM USING THE WEB VERSION. PLEASE LOOK INTO THIS.,Refunds & Returns,Unknown,Medium,Open,Follow-up on my previous isue I AM TRYING TO RETURN THIS PURCHASE. I AM USING THE WEB VERSION. PLEASE LOOK INTO THIS.,117,22
TKT-001972,2025-07-08 19:51:23,web_form,Basic,English,Starter Kit,Follow-up on my previous issue,"Can someone help with this? Tracking has not updated in a while. In addition, the item is damaged so I may need a replacement or refund. I only need a clear update on what is happening. This is affecting my work today. This is becoming urgent.",Orders & Delivery,Refunds & Returns,Medium,Resolved,"Follow-up on my previous issue Can someone help with this? Tracking has not updated in a while. In addition, the item is damaged so I may need a replacement or refund. I only need a clear update on what is happening. This is affecting my work today. This is becoming urgent.",274,51
TKT-001178,2025-07-08 23:32:42,phone,Free,English,Mobile App,Problem with recent activity,Can someone help with this? Authentication is not going through on my side. I would appreciate a quick response.,Account Access,Unknown,Medium,Resolved,Problem with recent activity Can someone help with this? Authentication is not going through on my side. I would appreciate a quick response.,141,23
TKT-000508,2025-07-09 02:10:10,email,Free,English,Data Export,NEED SUPPORT URGENTLY,I need help with something. The export fails halfway through and I do not know why. I am using the web version. Please advise.,Technical Support,Unknown,High,Resolved,NEED SUPPORT URGENTLY I need help with something. The export fails halfway through and I do not know why. I am using the web version. Please advise.,148,27
TKT-000408,2025-07-09 05:14:03,email,Pro,English,Data Export,Help needed,"I need help with something. The issue seems technical because the same step keeps timing out. It involves data export on my side. At the same time, this looks like an account access problem.",Technical Support,Account Access,Medium,Open,"Help needed I need help with something. The issue seems technical because the same step keeps timing out. It involves data export on my side. At the same time, this looks like an account access problem.",202,36
TKT-001518,2025-07-09 06:46:33,email,Free,French,Subscription Plan,Problem with recent activity,"Good morning, I need to return the item becuase it is not as expected. At the same time, the renewal amount looks different from what I expected. I do not know if this should go to billing or support.",Refunds & Returns,Billing,High,Pending,"Problem with recent activity Good morning, I need to return the item becuase it is not as expected. At the same time, the renewal amount looks different from what I expected. I do not know if this should go to billing or support.",229,43
TKT-000538,2025-07-09 09:05:57,email,Free,English,Mobile App,Question  about  my  account,The page is not loading properly and I cannot complete the task. It involves mobile app on my side. Thanks.,Technical Support,Unknown,Low,Open,Question about my account The page is not loading properly and I cannot complete the task. It involves mobile app on my side. Thanks.,133,24
TKT-002185,2025-07-09 10:52:58,web_form,Basic,English,Unknown,Follow-up  on  my  previous  issue,"Hi,  The  item  is  damaged  so  I  may  need  a  replacement  or  refund.",Refunds & Returns,Unknown,High,Pending,"Follow-up on my previous issue Hi, The item is damaged so I may need a replacement or refund.",93,18
TKT-001530,2025-07-09 14:25:33,email,Basic,Spanish,Mobile App,Support request,"This was workng before but now it keeps failing. At the same time, i need more information before making a decision.",Technical Support,Product Inquiry,Medium,Pending,"Support request This was workng before but now it keeps failing. At the same time, i need more information before making a decision.",132,23
TKT-002395,2025-07-10 00:29:59,phone,Basic,English,Unknown,Need help with Invoice Portal still,"This  has  become  a  problem  for  me.  The  renewal  amount  looks  different  from  what  I  expected.  It  involves  invoice  portal  on  my  side.  In  addition,  i  cannot  tell  where  the  order  currently  is.",Billing,Orders & Delivery,High,Pending,"Need help with Invoice Portal still This has become a problem for me. The renewal amount looks different from what I expected. It involves invoice portal on my side. In addition, i cannot tell where the order currently is.",222,39
TKT-002212,2025-07-10 00:35:28,unknown,Free,English,Customer Portal,Please review this request,"Hi, I still cannot access the portal after trying several times. I noticed this after trying to make a payment. pls look into this.",Account Access,Unknown,High,Resolved,"Please review this request Hi, I still cannot access the portal after trying several times. I noticed this after trying to make a payment. pls look into this.",158,28
TKT-001730,2025-07-10 02:09:20,chat,Pro,English,API,Question about API,"Hello, The issue seems technical because the same step keeps timing out. At the same time, the password reset process is not working. I am using the web version. This is affecting my work today. I would appreciate a quick response.",Technical Support,Account Access,High,Pending,"Question about API Hello, The issue seems technical because the same step keeps timing out. At the same time, the password reset process is not working. I am using the web version. This is affecting my work today. I would appreciate a quick response.",250,44
TKT-003404,2025-07-10 03:21:07,chat,Basic,English,Data Export,Problem with Data Export please,"Hi team, This was working before but now it keeps failing.",Technical Support,Unknown,Medium,Open,"Problem with Data Export please Hi team, This was working before but now it keeps failing.",90,16
TKT-002922,2025-07-10 04:25:25,web_form,Enterprise,English,Starter Kit,Need help with my account,"Good morning, I need to return the item because it is not as expected. This may also be related because i think the wrong item was sent. Please look into this.",Refunds & Returns,Orders & Delivery,Medium,Open,"Need help with my account Good morning, I need to return the item because it is not as expected. This may also be related because i think the wrong item was sent. Please look into this.",185,36
TKT-000051,2025-07-10 05:42:06,phone,Basic,French,Customer Portal,Need an update on this issue,"Hi,  The  invoice  does  not  look  right  to  me.  This  started  after  my  last  purchase.  I  was  hoping  this  would  be  fixed  by  now.  Please  advise.",Billing,Unknown,Low,Pending,"Need an update on this issue Hi, The invoice does not look right to me. This started after my last purchase. I was hoping this would be fixed by now. Please advise.",164,32
TKT-002010,2025-07-10 08:32:57,email,Basic,English,Data Export,Question about Data Export,I need help with something. This was working before but now it keeps failing. It involves data export on my side. This may also be related because i still cannot access the portal after trying several times. This has been going on since yesterday. Please look into this.,Technical Support,Account Access,Medium,Open,Question about Data Export I need help with something. This was working before but now it keeps failing. It involves data export on my side. This may also be related because i still cannot access the portal after trying several times. This has been going on since yesterday. Please look into this.,297,52
TKT-003598,2025-07-10 09:08:55,unknown,Enterprise,English,Web App,Need an update on this issue,"Hi, I appear to be locked out and cannot get back in. It involves web app on my side. This may also be related because the renewal amount looks different from what I expected.",Account Access,Billing,High,Open,"Need an update on this issue Hi, I appear to be locked out and cannot get back in. It involves web app on my side. This may also be related because the renewal amount looks different from what I expected.",204,40
TKT-002712,2025-07-10 10:40:35,email,Free,English,Mobile App,pls check this,"Hi, The issue seems technical because the same step keeps timing out. I was hoping this would be fixed by now. Any help would be appreciated.",Technical Support,Unknown,High,Resolved,"pls check this Hi, The issue seems technical because the same step keeps timing out. I was hoping this would be fixed by now. Any help would be appreciated.",156,29
TKT-002753,2025-07-10 11:43:24,email,Free,English,Subscription Plan,PROBLEM WITH SERVICE TODAY,"Hi team, I am not sure whether this product supports my use case. It involves subscription plan on my side. Also, this looks like an account access problem. Thanks.",Product Inquiry,Account Access,Medium,Open,"PROBLEM WITH SERVICE TODAY Hi team, I am not sure whether this product supports my use case. It involves subscription plan on my side. Also, this looks like an account access problem. Thanks.",191,33
TKT-000676,2025-07-10 15:08:31,phone,Enterprise,Spanish,Web App,Need an update on this issue,"Hi, This was workng before but now it keeps failing. This is becoming urgent.",Technical Support,Unknown,Medium,Open,"Need an update on this issue Hi, This was workng before but now it keeps failing. This is becoming urgent.",106,20
TKT-003090,2025-07-10 17:58:30,email,Basic,English,Replacement Unit,Help needed today,"The package is missing and I need an update. At the same time, i am trying to return this purchase. I need this resolved as soon as possible. Any help would be appreciated.",Orders & Delivery,Refunds & Returns,Medium,Open,"Help needed today The package is missing and I need an update. At the same time, i am trying to return this purchase. I need this resolved as soon as possible. Any help would be appreciated.",190,36
TKT-003256,2025-07-10 19:28:43,chat,Pro,English,Subscription Plan,Support request,"Good morning, This is more of a general product question. This may also be related because there seems to be a problem with the payment on my account.",Product Inquiry,Billing,Low,Resolved,"Support request Good morning, This is more of a general product question. This may also be related because there seems to be a problem with the payment on my account.",166,30
TKT-002005,2025-07-10 19:29:14,phone,Pro,English,Starter Kit,NEED HELP WITH STARTER KIT,I need help with something. I think the wrong item was sent. It involves starter kit on my side. Please let me know what I should do next.,Orders & Delivery,Unknown,Medium,Pending,NEED HELP WITH STARTER KIT I need help with something. I think the wrong item was sent. It involves starter kit on my side. Please let me know what I should do next.,165,33
TKT-002463,2025-07-10 20:43:33,email,Pro,French,Starter Kit,Please review this request,Can  someone  help  with  this?  I  cannot  tell  where  the  order  currently  is.  I  need  this  resolved  as  soon  as  possible.  Please  look  into  this.,Orders & Delivery,Unknown,High,Open,Please review this request Can someone help with this? I cannot tell where the order currently is. I need this resolved as soon as possible. Please look into this.,163,29
TKT-000185,2025-07-10 20:55:19,chat,Enterprise,French,Web App,Question about my acount,"CAN SOMEONE HELP WITH THIS? THE PAGE IS NOT LOADING PROPERLY AND I CANNOT COMPLETE THE TASK. ALSO, THIS LOOKS LIKE AN ACCOUNT ACCESS PROBLEM. I DO NOT KNOW IF THIS SHOULD GO TO BILLING OR SUPPORT. ANY HELP WOULD BE APPRECIATED.",Technical Support,Account Access,Medium,Open,"Question about my acount CAN SOMEONE HELP WITH THIS? THE PAGE IS NOT LOADING PROPERLY AND I CANNOT COMPLETE THE TASK. ALSO, THIS LOOKS LIKE AN ACCOUNT ACCESS PROBLEM. I DO NOT KNOW IF THIS SHOULD GO TO BILLING OR SUPPORT. ANY HELP WOULD BE APPRECIATED.",252,46
TKT-001863,2025-07-10 22:15:52,email,Basic,English,Admin Console,Issue with pricing,"Hi team, I am comparing plans and need clarification. It involves admin console on my side. I only need a clear update on what is happening. Thanks.",Product Inquiry,Unknown,High,Open,"Issue with pricing Hi team, I am comparing plans and need clarification. It involves admin console on my side. I only need a clear update on what is happening. Thanks.",167,30
TKT-001752,2025-07-10 22:28:29,chat,Basic,English,Starter Kit,Problem with service,I need help with something. There seems to be a delay with the shipment. It involves starter kit on my side. This may also be related because i want to understand the pricing options better. This happened shortly after I updated my details.,Orders & Delivery,Product Inquiry,Medium,Open,Problem with service I need help with something. There seems to be a delay with the shipment. It involves starter kit on my side. This may also be related because i want to understand the pricing options better. This happened shortly after I updated my details.,261,46
TKT-003259,2025-07-11 07:02:20,email,Enterprise,English,Premium Device,Problem with Premium Device,"Can  someone  help  with  this?  Tracking  has  not  updated  in  a  while.  Also,  i  want  to  understand  the  pricing  options  better.  This  has  been  going  on  since  yesterday.  Any  help  would  be  appreciated.",Orders & Delivery,Product Inquiry,Medium,Open,"Problem with Premium Device Can someone help with this? Tracking has not updated in a while. Also, i want to understand the pricing options better. This has been going on since yesterday. Any help would be appreciated.",218,37
TKT-000125,2025-07-11 07:58:09,email,Pro,English,Admin Console,Question about Admin Console,"Hi team, I cannot sign in to my account at the moment. It involves admin console on my side. In addition, i cannot complete the workflow because something keeps breaking. I have already tried a few times with no success. I would appreciate a quick response.",Account Access,Technical Support,Medium,Open,"Question about Admin Console Hi team, I cannot sign in to my account at the moment. It involves admin console on my side. In addition, i cannot complete the workflow because something keeps breaking. I have already tried a few times with no success. I would appreciate a quick response.",286,50
TKT-000840,2025-07-11 08:13:06,chat,Basic,Spanish,Customer Portal,pls check this,"Good morning, I need someone to review the billing on this account. I only need a clear update on what is happening. I was hoping this would be fixed by now. I would appreciate a quick response.",Billing,Unknown,Medium,Pending,"pls check this Good morning, I need someone to review the billing on this account. I only need a clear update on what is happening. I was hoping this would be fixed by now. I would appreciate a quick response.",209,40
TKT-000769,2025-07-11 08:17:50,email,Enterprise,English,Subscription Plan,Need help with my account,I think I was charged incorrectly for this. This is quite frustrating. Please let me know what I should do next.,Billing,Unknown,Medium,Open,Need help with my account I think I was charged incorrectly for this. This is quite frustrating. Please let me know what I should do next.,138,26
TKT-001704,2025-07-11 11:18:28,chat,Basic,English,Web App,URGENT - Follow-up on my previous issue,"I need help with something. This was working before but now it keeps failing. It involves web app on my side. Also, i appear to be locked out and cannot get back in. I noticed this after trying to make a payment. I need this resolved as soon as possible. I would appreciate a quick response.",Technical Support,Account Access,High,Pending,"URGENT - Follow-up on my previous issue I need help with something. This was working before but now it keeps failing. It involves web app on my side. Also, i appear to be locked out and cannot get back in. I noticed this after trying to make a payment. I need this resolved as soon as possible. I would appreciate a quick response.",331,63
TKT-002396,2025-07-11 14:17:23,unknown,Basic,English,Subscription Plan,URGENT - Can  someone  help,"Hello,  The  amount  shown  on  the  invoice  looks  wrong.  It  involves  subscription  plan  on  my  side.  This  has  been  going  on  since  yesterday.  This  is  becoming  urgent.",Billing,Unknown,Medium,Open,"URGENT - Can someone help Hello, The amount shown on the invoice looks wrong. It involves subscription plan on my side. This has been going on since yesterday. This is becoming urgent.",184,32
TKT-000955,2025-07-11 15:41:27,email,Pro,French,Web App,Problem with Web App,"The export fails halfway through and I do not know why. Also, the invoice does not look right to me. I need this resolved as soon as possible. Thanks.",Technical Support,Billing,High,Resolved,"Problem with Web App The export fails halfway through and I do not know why. Also, the invoice does not look right to me. I need this resolved as soon as possible. Thanks.",171,33
TKT-002651,2025-07-11 17:54:11,email,Free,English,Replacement Unit,Help needed,Can someone help with this? The product arrived damaged and I need help with next steps. It involves replacement unit on my side. I noticed this after trying to make a payment. This is affecting my work today. This is becoming urgent.,Refunds & Returns,Unknown,Medium,Open,Help needed Can someone help with this? The product arrived damaged and I need help with next steps. It involves replacement unit on my side. I noticed this after trying to make a payment. This is affecting my work today. This is becoming urgent.,246,44
TKT-001510,2025-07-11 18:39:26,email,Basic,Spanish,Premium Device,URGENT - Need help with Premium Device,"Good  morning,  I  have  not  had  an  update  on  my  refund  yet.  In  addition,  there  appears  to  be  an  issue  with  the  dispatch.  I  do  not  know  if  this  should  go  to  billing  or  support.  I  need  this  resolved  as  soon  as  possible.  Please  let  me  know  what  I  should  do  next.",Refunds & Returns,Orders & Delivery,High,Open,"URGENT - Need help with Premium Device Good morning, I have not had an update on my refund yet. In addition, there appears to be an issue with the dispatch. I do not know if this should go to billing or support. I need this resolved as soon as possible. Please let me know what I should do next.",295,59
TKT-003284,2025-07-11 22:35:52,chat,Pro,English,Unknown,Please review this request,"Can  someone  help  with  this?  There  appears  to  be  an  issue  with  the  dispatch.  It  involves  starter  kit  on  my  side.  Also,  i  want  to  know  the  status  of  the  return  request.",Orders & Delivery,Refunds & Returns,Medium,Resolved,"Please review this request Can someone help with this? There appears to be an issue with the dispatch. It involves starter kit on my side. Also, i want to know the status of the return request.",193,36
TKT-001395,2025-07-12 03:22:05,chat,Pro,English,Customer Portal,Problem with Customer Portal,"Hi, I still cannot access the portal after trying several times. It involves customer portal on my side. I was hoping this would be fixed by now. I would appreciate a quick response.",Account Access,Unknown,High,Pending,"Problem with Customer Portal Hi, I still cannot access the portal after trying several times. It involves customer portal on my side. I was hoping this would be fixed by now. I would appreciate a quick response.",211,37
TKT-001105,2025-07-12 04:16:54,email,Basic,English,Data Export,Follow-up on my previous isue,"Hello, This was working before but now it keeps failing. It involves data export on my side.",Technical Support,Unknown,Medium,Open,"Follow-up on my previous isue Hello, This was working before but now it keeps failing. It involves data export on my side.",122,22
TKT-003454,2025-07-12 11:04:08,chat,Pro,English,Analytics Dashboard,Problem with recent activity,"Hi team, The app crashes when I try to use this feature. In addition, the login step keeps failing even though my details should be correct. This seems linked to my recent order.",Technical Support,Account Access,Medium,Resolved,"Problem with recent activity Hi team, The app crashes when I try to use this feature. In addition, the login step keeps failing even though my details should be correct. This seems linked to my recent order.",207,37
TKT-000221,2025-07-12 14:24:32,chat,Basic,English,Customer Portal,Need an update on this issue,This has become a problem for me. I want to understand the pricing options better. Please let me know what I should do next.,Product Inquiry,Unknown,Low,Open,Need an update on this issue This has become a problem for me. I want to understand the pricing options better. Please let me know what I should do next.,153,30
TKT-002685,2025-07-12 16:38:47,web_form,Basic,French,Web App,PROBLEM WITH SERVICE,The  password  reset  process  is  not  working.  This  happened  shortly  after  I  updated  my  details.,Account Access,Unknown,High,Open,PROBLEM WITH SERVICE The password reset process is not working. This happened shortly after I updated my details.,113,18
TKT-002294,2025-07-12 18:43:57,email,Pro,English,Subscription Plan,Issue with recent order still,"The amount shown on the invoice looks wrong. It involves subscription plan on my side. At the same time, tracking has not updated in a while. This happened shortly after I updated my details. pls look into this.",Billing,Orders & Delivery,Medium,Resolved,"Issue with recent order still The amount shown on the invoice looks wrong. It involves subscription plan on my side. At the same time, tracking has not updated in a while. This happened shortly after I updated my details. pls look into this.",241,43
TKT-002835,2025-07-12 18:58:53,email,Pro,English,Replacement Unit,Please review this request,"This has become a problem for me. Tracking has not updated in a while. It involves replacement unit on my side. Also, the item is damaged so I may need a replacement or refund. I would appreciate a quick response.",Orders & Delivery,Refunds & Returns,High,Open,"Please review this request This has become a problem for me. Tracking has not updated in a while. It involves replacement unit on my side. Also, the item is damaged so I may need a replacement or refund. I would appreciate a quick response.",240,44
TKT-000190,2025-07-12 19:15:34,email,Free,English,Admin Console,Need help with Admin Console,I appear to be locked out and cannot get back in. I am using the web version. I have already tried a few times with no success.,Account Access,Unknown,Medium,Resolved,Need help with Admin Console I appear to be locked out and cannot get back in. I am using the web version. I have already tried a few times with no success.,156,32
TKT-003406,2025-07-13 02:39:17,email,Free,Spanish,Mobile App,Need help with my account,"I APPEAR TO BE LOCKED OUT AND CANNOT GET BACK IN. IN ADDITION, THIS WAS WORKING BEFORE BUT NOW IT KEEPS FAILING. ANY HELP WOULD BE APPRECIATED.",Account Access,Technical Support,High,Resolved,"Need help with my account I APPEAR TO BE LOCKED OUT AND CANNOT GET BACK IN. IN ADDITION, THIS WAS WORKING BEFORE BUT NOW IT KEEPS FAILING. ANY HELP WOULD BE APPRECIATED.",169,32
TKT-003455,2025-07-13 05:27:12,web_form,Pro,English,Data Export,Issue with compatibility,I need more information before making a decision. This started after my last purchase.,Product Inquiry,Unknown,Medium,Open,Issue with compatibility I need more information before making a decision. This started after my last purchase.,111,17
TKT-003047,2025-07-13 05:43:28,email,Basic,French,Customer Portal,Problem with service,The login step keeps failing even though my details should be correct. It involves customer portal on my side. This is quite frustrating. Please advise.,Account Access,Unknown,Medium,Pending,Problem with service The login step keeps failing even though my details should be correct. It involves customer portal on my side. This is quite frustrating. Please advise.,173,28
TKT-000158,2025-07-13 11:09:33,web_form,Pro,English,Premium Device,Please review this request,This has become a problem for me. Delivery is taking longer than expected. I am using the web version. This is becoming urgent.,Orders & Delivery,Unknown,Medium,Open,Please review this request This has become a problem for me. Delivery is taking longer than expected. I am using the web version. This is becoming urgent.,154,27
TKT-000205,2025-07-13 13:20:26,web_form,Pro,Spanish,Mobile App,Issue  with  recent  order,I  appear  to  be  locked  out  and  cannot  get  back  in.,Account Access,Unknown,Medium,Resolved,Issue with recent order I appear to be locked out and cannot get back in.,73,15
TKT-002329,2025-07-13 17:10:14,chat,Pro,English,Subscription Plan,URGENT - Need an update on this issue,The renewal amount looks different from what I expected. This seems linked to my recent order. Any help would be appreciated.,Billing,Unknown,Medium,Pending,URGENT - Need an update on this issue The renewal amount looks different from what I expected. This seems linked to my recent order. Any help would be appreciated.,163,29
TKT-000949,2025-07-13 23:31:58,email,Pro,Spanish,Premium Device,Need an update on this issue,I would like a refund for this order. I would appreciate a quick response.,Refunds & Returns,Unknown,Low,Pending,Need an update on this issue I would like a refund for this order. I would appreciate a quick response.,103,20
TKT-DUP-00077,2025-07-13 23:49:54,email,Pro,Spanish,Premium Device,Need an update on this issue,I would like a refund for this order. I would appreciate a quick response. Please advise.,Refunds & Returns,Unknown,Low,Pending,Need an update on this issue I would like a refund for this order. I would appreciate a quick response. Please advise.,118,22
TKT-002220,2025-07-13 23:55:31,chat,Enterprise,English,Starter Kit,Problem  with  service,"Hello, The product arrived damaged and I need help with next steps. This happened shortly after I updated my details. I need this resolved as soon as possible. Any help would be appreciated.",Refunds & Returns,Unknown,High,Pending,"Problem with service Hello, The product arrived damaged and I need help with next steps. This happened shortly after I updated my details. I need this resolved as soon as possible. Any help would be appreciated.",211,36
TKT-003444,2025-07-14 03:12:24,chat,Pro,Spanish,Web App,cannot sign in on my account,This has become a problem for me. Authentication is not going through on my side. This may also be related because the app crashes when I try to use this feature. I am using the web version. I need this resolved as soon as possible.,Account Access,Technical Support,Low,Pending,cannot sign in on my account This has become a problem for me. Authentication is not going through on my side. This may also be related because the app crashes when I try to use this feature. I am using the web version. I need this resolved as soon as possible.,261,51
TKT-000670,2025-07-14 06:18:25,web_form,Pro,English,Invoice Portal,Please review this request,"This is more of a general product question. Also, i cannot complete the workflow because something keeps breaking. This happened shortly after I updated my details.",Product Inquiry,Technical Support,Medium,Open,"Please review this request This is more of a general product question. Also, i cannot complete the workflow because something keeps breaking. This happened shortly after I updated my details.",191,30
TKT-002980,2025-07-14 10:07:33,unknown,Basic,English,Mobile App,Follow-up  on  my  previous  issue,"I cannot complete the workflow because something keeps breaking. Also, can you explain how this feature works? This started after my last purchase.",Technical Support,Product Inquiry,High,Resolved,"Follow-up on my previous issue I cannot complete the workflow because something keeps breaking. Also, can you explain how this feature works? This started after my last purchase.",178,28
TKT-001955,2025-07-14 11:08:16,web_form,Free,English,Analytics Dashboard,Issue not resolved,"Hello, The system keeps showing an error when I try to continue. It involves analytics dashboard on my side. This happened shortly after I updated my details. Please let me know what I should do next.",Technical Support,Unknown,High,Open,"Issue not resolved Hello, The system keeps showing an error when I try to continue. It involves analytics dashboard on my side. This happened shortly after I updated my details. Please let me know what I should do next.",219,39
TKT-002859,2025-07-14 13:07:02,email,Enterprise,English,Data Export,Question about Data Export,"The page is not loading properly and I cannot complete the task. Also, the renewal amount looks different from what I expected. I do not know if this should go to billing or support. Thanks.",Technical Support,Billing,Medium,Pending,"Question about Data Export The page is not loading properly and I cannot complete the task. Also, the renewal amount looks different from what I expected. I do not know if this should go to billing or support. Thanks.",217,39
TKT-001713,2025-07-14 16:11:06,email,Basic,Spanish,Subscription Plan,Need an update on this issue,This  has  become  a  problem  for  me.  The  invoice  does  not  look  right  to  me.  I  am  using  the  service  on  mobile.  I  need  this  resolved  as  soon  as  possible.  Thanks.,Billing,Unknown,Medium,Open,Need an update on this issue This has become a problem for me. The invoice does not look right to me. I am using the service on mobile. I need this resolved as soon as possible. Thanks.,185,37
TKT-002490,2025-07-15 00:42:37,email,Basic,English,Invoice Portal,Issue not resolved still,This has become a problem for me. The invoice does not look right to me. It involves invoice portal on my side. This happened shortly after I updated my details.,Billing,Unknown,Medium,Open,Issue not resolved still This has become a problem for me. The invoice does not look right to me. It involves invoice portal on my side. This happened shortly after I updated my details.,186,34
TKT-002551,2025-07-15 01:07:16,email,Pro,Spanish,Mobile App,URGENT - Question about Mobile App,"I need help with something. Authentication is not going through on my side. At the same time, i am comparing plans and need clarification. This is becoming urgent.",Account Access,Product Inquiry,High,Pending,"URGENT - Question about Mobile App I need help with something. Authentication is not going through on my side. At the same time, i am comparing plans and need clarification. This is becoming urgent.",198,34
TKT-002839,2025-07-15 06:14:10,phone,Pro,English,Invoice Portal,FOLLOW-UP ON MY PREVIOUS ISSUE,"Hi, The invoice does not look right to me. In addition, i need my money back if this cannot be resolved. I am using the web version. Thanks.",Billing,Refunds & Returns,Low,Open,"FOLLOW-UP ON MY PREVIOUS ISSUE Hi, The invoice does not look right to me. In addition, i need my money back if this cannot be resolved. I am using the web version. Thanks.",171,33
TKT-002539,2025-07-15 08:31:26,chat,Pro,Spanish,Premium Device,Question  about  Premium  Device,This has become a problem for me. The item is damaged so I may need a replacement or refund. I am using the web version. Please let me know what I should do next.,Refunds & Returns,Unknown,Low,Pending,Question about Premium Device This has become a problem for me. The item is damaged so I may need a replacement or refund. I am using the web version. Please let me know what I should do next.,192,38
TKT-000591,2025-07-15 11:55:39,phone,Pro,English,Premium Device,Need support urgently,Tracking has not updated in a while. I am using the service on mobile. Please let me know what I should do next.,Orders & Delivery,Unknown,Low,Open,Need support urgently Tracking has not updated in a while. I am using the service on mobile. Please let me know what I should do next.,134,26
TKT-003441,2025-07-15 18:34:02,email,Enterprise,Spanish,Replacement Unit,PLEASE CHECK THIS TODAY,"Hi, The item is damaged so I may need a replacement or refund. It involves replacement unit on my side. This may also be related because my order has still not arrived. Please let me know what I should do next.",Refunds & Returns,Orders & Delivery,High,Pending,"PLEASE CHECK THIS TODAY Hi, The item is damaged so I may need a replacement or refund. It involves replacement unit on my side. This may also be related because my order has still not arrived. Please let me know what I should do next.",234,45
TKT-001211,2025-07-15 20:26:20,email,Pro,English,API,URGENT - Follow-up on my previous issue,"Hi, This is more of a general product question. I have already tried a few times with no success. Thanks.",Product Inquiry,Unknown,Low,Pending,"URGENT - Follow-up on my previous issue Hi, This is more of a general product question. I have already tried a few times with no success. Thanks.",145,27
TKT-000856,2025-07-15 22:47:21,unknown,Pro,English,API,URGENT - Need an update on this issue again,"Good morning, The system keeps showing an error when I try to continue. I noticed this after trying to make a payment. I would appreciate a quick response.",Technical Support,Unknown,High,Open,"URGENT - Need an update on this issue again Good morning, The system keeps showing an error when I try to continue. I noticed this after trying to make a payment. I would appreciate a quick response.",199,37
TKT-003053,2025-07-15 22:53:35,web_form,Enterprise,English,Customer Portal,URGENT - Please review this request,"Good  morning,  The  verification  step  is  failing  and  I  need  help.  It  involves  customer  portal  on  my  side.  This  is  affecting  my  work  today.  This  is  becoming  urgent.",Account Access,Unknown,High,Open,"URGENT - Please review this request Good morning, The verification step is failing and I need help. It involves customer portal on my side. This is affecting my work today. This is becoming urgent.",197,34
TKT-002192,2025-07-16 00:23:57,unknown,Free,English,Invoice Portal,Problem with Invoice Portal today,"Hi, The password reset process is not working. At the same time, the invoice does not look right to me. This has been going on since yesterday. I would appreciate a quick response.",Account Access,Billing,High,Pending,"Problem with Invoice Portal today Hi, The password reset process is not working. At the same time, the invoice does not look right to me. This has been going on since yesterday. I would appreciate a quick response.",214,38
TKT-003382,2025-07-16 01:05:48,web_form,Enterprise,French,Analytics Dashboard,Can someone help,I am not sure whether this product supports my use case. It involves analytics dashboard on my side. I only need a clear update on what is happening. Any help would be appreciated.,Product Inquiry,Unknown,Medium,Open,Can someone help I am not sure whether this product supports my use case. It involves analytics dashboard on my side. I only need a clear update on what is happening. Any help would be appreciated.,197,36
TKT-001757,2025-07-16 01:45:32,email,Unknown,English,API,Help needed,Can someone help with this? I am seeing unexpected behaviour in the product. It involves api on my side. This is affecting my work today. I would appreciate a quick response.,Technical Support,Unknown,Medium,Resolved,Help needed Can someone help with this? I am seeing unexpected behaviour in the product. It involves api on my side. This is affecting my work today. I would appreciate a quick response.,186,33
TKT-002122,2025-07-16 08:11:31,chat,Pro,English,Web App,Problem with service,"Hi team, This looks like an account access problem. At the same time, i cannot complete the workflow because something keeps breaking. This is becoming urgent.",Account Access,Technical Support,High,Resolved,"Problem with service Hi team, This looks like an account access problem. At the same time, i cannot complete the workflow because something keeps breaking. This is becoming urgent.",180,29
