ticket_id,created_at,channel,customer_tier,language,product_area,subject,description,routed_team,secondary_issue_team,priority,status
TKT-002381,2025-04-15 01:30:49,chat,Basic,English,Mobile App,QUESTION ABOUT MOBILE APP,I AM COMPARING PLANS AND NEED CLARIFICATION. IT INVOLVES MOBILE APP ON MY SIDE.,Product Inquiry,None,Medium,Open
TKT-000822,2025-05-18 03:31:15,chat,,English,Web App,Need help with Web App please,"Hi team, Authentication is not going through on my side. I need this resolved as soon as possible. I would appreciate a quick response.",Account Access,None,Medium,Open
TKT-002659,2025-04-06 16:29:06,email,Pro,English,Mobile App,Problem with recent activity,"The  page  is  not  loading  properly  and  I  cannot  complete  the  task.  At  the  same  time,  this  looks  like  an  account  access  problem.  I  need  this  resolved  as  soon  as  possible.  Any  help  would  be  appreciated.",Technical Support,Account Access,High,Pending
TKT-003569,2025-02-08 08:24:34,email,Pro,English,missing,Question about Premium Device,"I want to know the status of the return request. At the same time, i am seeing unexpected behaviour in the product. I am using the service on mobile. This has been going on since yesterday. Thanks.",Refunds & Returns,Technical Support,Low,Pending
TKT-003053,2025-07-15 22:53:35,web_form,Enterprise,English,Customer Portal,URGENT - Please review this request,"Good  morning,  The  verification  step  is  failing  and  I  need  help.  It  involves  customer  portal  on  my  side.  This  is  affecting  my  work  today.  This  is  becoming  urgent.",Account Access,None,High,Open
TKT-003095,2025-08-07 04:37:16,web_form,Free,English,Web App,Need an update on this issue,"Hi, The issue seems technical because the same step keeps timing out. At the same time, i still cannot access the portal after trying several times. Thanks.",Technical Support,Account Access,High,Pending
TKT-001303,2025-06-10 09:58:20,web_form,Basic,English,Admin Console,Issue with recent order,"I still cannot access the portal after trying several times. In addition, the renewal amount looks different from what I expected.",Account Access,Billing,High,Resolved
TKT-001001,2025-09-19 23:54:25,email,Basic,English,Invoice Portal,Need an update on this issue,This has become a problem for me. The renewal amount looks different from what I expected. Thanks.,Billing,None,Medium,Pending
TKT-003108,2025-07-17 13:36:03,email,Free,English,Invoice Portal,probem with Invoice Portal,"Hi  team,  The  amount  shown  on  the  invoice  looks  wrong.  This  has  been  going  on  since  yesterday.  This  is  becoming  urgent.",Billing,None,Low,Resolved
TKT-001908,2025-02-05 11:29:20,email,Basic,Spanish,Web App,Help  needed,This has become a problem for me. I cannot sign in to my account at the moment. I have already tried a few times with no success. This is becoming urgent.,Account Access,None,High,Open
TKT-001506,2025-05-28 02:17:44,web_form,Enterprise,English,,Problem with Customer Portal,"Hello, I still cannot access the portal after trying several times. At the same time, the issue seems technical because the same step keeps timing out. This started after my last purchase. Please let me know what I should do next.",Account Access,Technical Support,Medium,Open
TKT-001478,2025-08-22 09:32:12,email,Free,English,Subscription Plan,Need  an  update  on  this  issue,There seems to be a problem with the payment on my account. This is affecting my work today.,Billing,None,High,Resolved
TKT-000019,2025-01-06 11:52:20,chat,Basic,English,Customer Portal,Help needed,I need help with something. This looks like an account access problem. I do not know if this should go to billing or support. I have already tried a few times with no success. pls look into this.,Account Access,None,High,Open
TKT-001638,2025-09-04 07:09:26,web_form,Enterprise,English,Customer Portal,LOGIN ON MY ACCOUNT,This has become a problem for me. I cannot sign in to my account at the moment. I am using the web version. This is quite frustrating. This is becoming urgent.,Account Access,None,Low,Open
TKT-000494,2025-04-03 12:48:39,phone,Pro,English,Premium Device,Please  review  this  request,"I cannot tell where the order currently is. In addition, the product arrived damaged and I need help with next steps. This seems linked to my recent order.",Orders & Delivery,Refunds & Returns,High,Pending
TKT-001126,2025-06-22 08:27:58,web_form,Free,Spanish,Web App,Problem with service,"Good morning, I am seeing unexpected behaviour in the product. At the same time, could you explain the difference between the available options? I only need a clear update on what is happening. I need this resolved as soon as possible. pls let me know what I should do next.",Technical Support,Product Inquiry,High,Open
TKT-001405,2025-02-21 11:02:41,email,Basic,English,Subscription Plan,Need support urgently,This has become a problem for me. I think I was charged incorrectly for this. It involves subscription plan on my side. This seems linked to my recent order.,Billing,None,Medium,Open
TKT-002929,2025-11-29 00:33:15,web_form,Enterprise,English,Invoice Portal,Problem with recent activity please,"Good  morning,  The  renewal  amount  looks  different  from  what  I  expected.  It  involves  invoice  portal  on  my  side.  I  am  using  the  web  version.  This  is  affecting  my  work  today.",Billing,None,Medium,Pending
TKT-002556,2025-05-04 17:32:54,chat,Free,English,Invoice Portal,Problem with Invoice Portal,Can someone help with this? The amount shown on the invoice looks wrong. It involves invoice portal on my side. This may also be related becuase i need more information before making a decision. I noticed this after trying to make a payment. This has been going on since yesterday. Any help would be appreciated.,Billing,Product Inquiry,Medium,Open
TKT-003494,2025-12-07 01:33:43,web_form,Free,English,-,Need help with Customer Portal,"Hi, The renewal amount looks different from what I expected. It involves customer portal on my side. I need this resolved as soon as possible.",Billing,None,Low,Open
TKT-002315,2025-11-24 05:40:27,web_form,Enterprise,English,Mobile App,Please review this request,I am seeing unexpected behaviour in the product.,Technical Support,None,High,Open
TKT-002532,2025-09-28 14:58:57,web_form,Basic,English,Starter Kit,Problem with recent activity,I  have  not  had  an  update  on  my  refnd  yet.,Refunds & Returns,None,Low,Open
TKT-003477,2025-05-31 14:58:30,email,Free,English,Data Export,unexpected behaviour on my account,,Technical Support,None,Low,Open
TKT-000585,2025-10-25 15:30:17,phone,,English,Data Export,Can someone help,"Hi,  The  app  crashes  when  I  try  to  use  this  feature.  Please  advise.",Technical Support,None,Medium,Open
TKT-003361,2025-02-10 12:28:44,email,Basic,English,API,Issue with recent order,Can someone help with this? I need more information before making a decision. Please let me know what I should do next.,Product Inquiry,None,Medium,Resolved
TKT-000688,2025-10-21 23:09:50,chat,Basic,English,Mobile App,Problem with service,This  has  become  a  problem  for  me.  I  appear  to  be  locked  out  and  cannot  get  back  in.  Please  let  me  know  what  I  should  do  next.,Account Access,None,High,Resolved
TKT-002317,2025-12-21 05:10:38,chat,Basic,Spanish,Premium Device,Need  help  with  Premium  Device,Can someone help with this? I need my money back if this cannot be resolved. It involves premium device on my side. This is affecting my work today. Please look into this.,Refunds & Returns,None,Medium,Resolved
TKT-001750,2025-01-04 20:52:55,phone,Enterprise,French,Mobile App,QUESTION ABOUT MOBILE APP,"Good morning, I am seeing unexpected behaviour in the product. In addition, i still cannot access the portal after trying several times. This started after my last purchase. I need this resolved as soon as possible. Thanks.",Technical Support,Account Access,High,Resolved
TKT-001609,2025-04-09 19:30:18,email,Pro,French,Subscription Plan,Problem with Subscription Plan,"There  seems  to  be  a  problem  with  the  payment  on  my  account.  It  involves  subscription  plan  on  my  side.  At  the  same  time,  the  package  is  missing  and  I  need  an  update.  Any  help  would  be  appreciated.",Billing,Orders & Delivery,Medium,Open
TKT-003594,2025-02-17 02:46:04,email,Enterprise,English,Analytics Dashboard,Question about my acount still,I need help with something. The issue seems technical because the same step keeps timing out. This is quite frustrating. Thanks.,Technical Support,None,Medium,Resolved
TKT-002108,2025-01-06 06:08:53,chat,Free,English,,Need an update,"Hello, I am trying to return this purchase. It involves replacement unit on my side. This may also be related because i noticed an unexpected charge and need clarification.",Refunds & Returns,Billing,Medium,Open
TKT-001010,2025-02-04 06:37:21,web_form,Free,French,Mobile App,Problem with recent activity,"I  need  help  with  something.  I  cannot  sign  in  to  my  account  at  the  moment.  Also,  the  page  is  not  loading  properly  and  I  cannot  complete  the  task.  This  has  been  going  on  since  yesterday.  please  advise.",Account Access,Technical Support,High,Resolved
TKT-003031,2025-07-30 00:18:33,email,Basic,English,Subscription Plan,Need  an  update  on  this  issue,"GOOD MORNING, I NEED SOMEONE TO REVIEW THE BILLING ON THIS ACCOUNT. I WAS HOPING THIS WOULD BE FIXED BY NOW.",Billing,None,High,Open
TKT-002858,2025-11-26 15:15:44,chat,Basic,English,Mobile App,Issue with authentication problem,"Good morning, The password reset process is not working. I noticed this after trying to make a payment.",Account Access,None,Medium,Open
TKT-000361,2025-05-02 17:53:23,web_form,Enterprise,English,Premium Device,Problem with recent activity,"Can someone help with this? I think the wrong item was sent. At the same time, the item is damaged so I may need a replacement or refund.",Orders & Delivery,Refunds & Returns,Medium,Resolved
TKT-003212,2025-04-25 04:55:46,chat,Basic,French,Premium Device,Need  help  with  Premium  Device  today,I  need  help  with  something.  I  want  to  know  the  status  of  the  return  request.  It  involves  premium  device  on  my  side.  Any  help  would  be  appreciated.,Refunds & Returns,None,High,Open
TKT-003541,2025-01-11 14:53:24,chat,Basic,English,Replacement Unit,Problem with Replacement Unit,I HAVE NOT HAD AN UPDATE ON MY REFUND YET. IT INVOLVES REPLACEMENT UNIT ON MY SIDE. I ONLY NEED A CLEAR UPDATE ON WHAT IS HAPPENING. I NEED THIS RESOLVED AS SOON AS POSSIBLE. PLEASE ADVISE.,Refunds & Returns,None,Medium,Resolved
TKT-002418,2025-08-30 03:48:55,,Enterprise,English,Replacement Unit,Question about Replacement Unit,Can someone help with this? Can you explain how this feature works? It involves replacement unit on my side. This is affecting my work today. Please advise.,Product Inquiry,None,High,Pending
TKT-001678,2025-09-02 22:52:06,web_form,Enterprise,Spanish,Mobile App,Follow-up  on  my  previous  issue,The page is not loading properly and I cannot complete the task. This may also be related because i am not sure whether this product supports my use case. I do not know if this should go to billing or support. Please look into this.,Technical Support,Product Inquiry,Medium,Resolved
TKT-001311,2025-06-27 19:31:44,web_form,Pro,English,Replacement Unit,Issue  not  resolved,"This has become a problem for me. I need my money back if this cannot be resolved. Also, i think the wrong item was sent. I have already tried a few times with no success. I would appreciate a quick response.",Refunds & Returns,Orders & Delivery,Low,Open
TKT-003399,2025-09-28 10:41:47,email,Basic,English,Premium Device,Follow-up on my previous issue,I NEED HELP WITH SOMETHING. I WOULD LIKE A REFUND FOR THIS ORDER. IT INVOLVES PREMIUM DEVICE ON MY SIDE. THIS IS AFFECTING MY WORK TODAY. PLEASE LOOK INTO THIS.,Refunds & Returns,None,High,Open
TKT-002211,2025-04-08 20:11:19,phone,Pro,English,Analytics Dashboard,Question about Analytics Dashboard,"Hi  team,  The  issue  seems  technical  because  the  same  step  keeps  timing  out.  At  the  same  time,  authentication  is  not  going  through  on  my  side.  I  noticed  this  after  trying  to  make  a  payment.",Technical Support,Account Access,Medium,Open
TKT-002516,2025-06-16 06:22:13,,Basic,English,Subscription Plan,Need  help  with  Subscription  Plan,"Hi,  Can  you  explain  how  this  feature  works?  It  involves  subscription  plan  on  my  side.  Please  let  me  know  what  I  should  do  next.",Product Inquiry,None,Medium,Open
TKT-002269,2025-12-24 03:32:03,email,Pro,Spanish,Customer Portal,Follow-up on my previous issue,"HI TEAM, THE PASSWORD RESET PROCESS IS NOT WORKNG. I NOTICED THIS AFTER TRYING TO MAKE A PAYMENT. THIS HAS BEEN GOING ON SINCE YESTERDAY.",Account Access,None,Medium,Open
TKT-000345,2025-07-26 12:23:06,email,Basic,English,Admin Console,Need an update on this issue,"Hi team, Authentication is not going through on my side. It involves admin console on my side.",Account Access,None,High,Open
TKT-000987,2025-04-17 10:21:59,email,Free,English,Analytics Dashboard,Question about my account,The issue seems technical because the same step keeps timing out. It involves analytics dashboard on my side. This may also be related because the verification step is failing and I need help. I only need a clear update on what is happening. This is quite frustrating. Please let me know what I should do next.,Technical Support,Account Access,Medium,Resolved
TKT-002009,2025-08-20 13:17:49,web_form,,English,Subscription Plan,Problem with Subscription Plan,"Hi team, The amount shown on the invoice looks wrong. It involves subscription plan on my side. I was hoping this would be fixed by now. pls let me know what I should do next.",Billing,None,High,Pending
TKT-000744,2025-12-22 06:50:04,web_form,Pro,English,Subscription Plan,URGENT - Please check this,"Good morning, There seems to be a problem with the payment on my account. I am using the service on mobile. Please advise.",Billing,None,Low,Open
TKT-002794,2025-04-06 12:32:07,chat,Enterprise,English,Premium Device,Need an update on this issue,"Good morning, The item is damaged so I may need a replacement or refund. It involves premium device on my side. This happened shortly after I updated my details. Any help would be appreciated.",Refunds & Returns,None,High,Open
TKT-001672,2025-05-18 11:41:58,phone,Free,English,Web App,Issue with recent order,"Hello, I want to understand the pricing options better. This may also be related because the system keeps showing an error when I try to continue. This happened shortly after I updated my details. Thanks.",Product Inquiry,Technical Support,High,Resolved
TKT-002314,2025-12-29 00:32:02,web_form,Pro,English,Replacement Unit,not loading on my acount,"Hi, I am trying to return this purchase. It involves replacement unit on my side. At the same time, i cannot complete the workflow because something keeps breaking.",Refunds & Returns,Technical Support,Medium,Open
TKT-001815,2025-10-16 11:51:36,web_form,Pro,English,Replacement Unit,Support request,Can someone help with this? I want to know the status of the return request. It involves replacement unit on my side. This is becoming urgent.,Refunds & Returns,None,High,Open
TKT-000114,2025-08-02 03:39:47,web_form,Basic,English,Customer Portal,Need help with Customer Portal,Can someone help with this? I am not sure why this payment failed. It involves customer portal on my side. I only need a clear update on what is happening.,Billing,None,High,Pending
TKT-001438,2025-01-14 06:13:02,web_form,Basic,French,Web App,Problem with recent activity,"This  has  become  a  probem  for  me.  I  need  help  understanding  whether  this  is  compatible  with  my  setup.  It  involves  web  app  on  my  side.  Also,  i  am  not  sure  why  this  payment  failed.  This  is  becoming  urgent.",Product Inquiry,Billing,Medium,Open
TKT-002722,2025-09-08 21:33:25,phone,Basic,French,Data Export,Need an update,"Good morning, I am seeing unexpected behaviour in the product. It involves data export on my side. Please let me know what I should do next.",Technical Support,None,Medium,Open
TKT-001242,2025-12-16 04:46:28,email,Enterprise,French,Mobile App,Help needed,"Hi team, This looks like an account access problem. It involves mobile app on my side. I do not know if this should go to billing or support. I was hoping this would be fixed by now. Thanks.",Account Access,None,Medium,Pending
TKT-001143,2025-06-23 16:47:25,web_form,Enterprise,English,Mobile App,Problem with service,,Technical Support,None,Medium,Pending
TKT-003384,2025-11-20 07:47:14,phone,Basic,English,Replacement Unit,Question  about  Replacement  Unit,I need to return the item because it is not as expected. It involves replacement unit on my side. Please advise.,Refunds & Returns,None,High,Resolved
TKT-001217,2025-05-16 04:07:38,email,Free,English,Starter Kit,DELAY ON MY ACCOUNT AGAIN,This has become a problem for me. I cannot tell where the order currently is. I noticed this after trying to make a payment.,Orders & Delivery,None,Low,Open
TKT-001199,2025-01-26 11:46:31,email,Basic,English,Admin Console,Question about my account still,The verification step is failing and I need help. It involves admin console on my side. This started after my last purchase. Thanks.,Account Access,None,High,Pending
TKT-000086,2025-01-12 09:07:40,phone,Basic,English,Subscription Plan,Need an update,Can someone help with this? The renewal amount looks different from what I expected. I only need a clear update on what is happening. I need this resolved as soon as possible. Thanks.,Billing,None,Medium,Pending
TKT-002026,2025-01-05 08:06:01,chat,Pro,Spanish,Web App,password reset on my account,,Account Access,None,High,Open
TKT-002590,2025-12-29 02:47:00,chat,Enterprise,English,Mobile App,Issue with recent order,I need help with something. I cannot complete the workflow because something keeps breaking. It involves mobile app on my side. I do not know if this should go to billing or suport. This is becoming urgent.,Technical Support,None,High,Open
TKT-001382,2025-03-01 04:09:04,email,Pro,English,API,sync problem on my account,THE  PAGE  IS  NOT  LOADING  PROPERLY  AND  I  CANNOT  COMPLETE  THE  TASK.  THIS  MAY  ALSO  BE  RELATED  BECAUSE  THIS  LOOKS  LIKE  AN  ACCOUNT  ACCESS  PROBLEM.  PLEASE  ADVISE.,Technical Support,Account Access,Medium,Open
TKT-001903,2025-09-24 10:07:13,email,Enterprise,Spanish,API,ISSUE  WITH  RECENT  ORDER,"Hi team, The system keeps showing an error when I try to continue. It involves api on my side. I would appreciate a quick response.",Technical Support,None,High,Resolved
TKT-000669,2025-10-29 22:24:10,web_form,Basic,English,Mobile App,Issue not resolved,"Hi, The export fails halfway through and I do not know why. I do not know if this should go to billing or support. Please let me know what I should do next.",Technical Support,None,Medium,Open
TKT-001015,2025-03-15 15:10:04,chat,Basic,English,Starter Kit,replacement on my account,"I want to know the status of the return request. It involves starter kit on my side. Also, my order has still not arrived. Please advise.",Refunds & Returns,Orders & Delivery,Medium,Pending
TKT-000129,2025-02-02 07:57:26,email,Free,English,Starter Kit,URGENT - Issue  with  wrong  item,"GOOD MORNING, THE PACKAGE IS MISSING AND I NEED AN UPDATE. THIS IS BECOMING URGENT.",Orders & Delivery,None,Medium,Open
TKT-001365,2025-01-07 13:15:38,chat,Pro,Spanish,Analytics Dashboard,Follow-up  on  my  previous  issue,"I need help with something. The app crashes when I try to use this feature. At the same time, the login step keeps failing even though my details should be correct. This has been going on since yesterday.",Technical Support,Account Access,High,Resolved
TKT-002979,2025-07-28 12:08:11,web_form,Basic,English,Web App,Need an update,"This looks like an account access problem. At the same time, there seems to be a problem with the payment on my account.",Account Access,Billing,Medium,Resolved
TKT-001831,2025-01-10 00:42:14,email,Free,English,Subscription Plan,Need an update today,"The verification step is failing and I need help. In addition, the invoice does not look right to me. I do not know if this should go to billing or suport. please let me know what I should do next.",Account Access,Billing,High,Pending
TKT-000892,2025-08-04 19:13:55,phone,Enterprise,Spanish,Replacement Unit,Problem with Replacement Unit,"Hi team, I am trying to return this purchase. It involves replacement unit on my side. I need this resolved as soon as possible. Please let me know what I should do next.",Refunds & Returns,None,Medium,Resolved
TKT-002430,2025-07-29 07:38:08,chat,Free,English,missing,Issue with delay,"Good morning, There seems to be a delay with the shipment. I have already tried a few times with no success.",Orders & Delivery,None,High,Pending
TKT-001360,2025-05-14 00:15:44,email,Basic,Spanish,Invoice Portal,probem with service,"Hi team, Could you explain the difference between the available options? This may also be related because the issue seems technical because the same step keeps timing out. This seems linked to my recent order. Thanks.",Product Inquiry,Technical Support,Low,Resolved
TKT-000308,2025-10-28 04:56:28,chat,Basic,French,Invoice Portal,Issue with invoice today,I am not sure why this payment failed. It involves invoice portal on my side. This has been going on since yesterday.,Billing,None,Medium,Open
TKT-003514,2025-02-03 06:50:16,web_form,Enterprise,English,Mobile App,crash on my acount please,The  issue  seems  technical  because  the  same  step  keeps  timing  out.  It  involves  mobile  app  on  my  side.  This  may  also  be  related  because  i  appear  to  be  locked  out  and  cannot  get  back  in.  This  happened  shortly  after  I  updated  my  details.,Technical Support,Account Access,High,Resolved
TKT-000384,2025-05-27 00:39:25,email,Pro,English,Invoice Portal,Help needed,"Hi team, The amount shown on the invoice looks wrong. It involves invoice portal on my side. Any help would be appreciated.",Billing,None,High,Open
TKT-000151,2025-04-19 22:04:36,email,Basic,French,Premium Device,payment on my acount,This has become a problem for me. I think I was charged incorrectly for this. It involves premium device on my side. This may also be related because i am trying to return this purchase. Please look into this.,Billing,Refunds & Returns,Medium,Open
TKT-001318,2025-09-11 07:26:34,email,Free,French,Starter Kit,Problem with recent activity still,This has become a problem for me. I need to return the item because it is not as expected. This started after my last purchase. This is quite frustrating. I would appreciate a quick response.,Refunds & Returns,None,High,Resolved
TKT-001452,2025-07-07 03:50:32,email,Basic,English,Premium Device,Help  needed  today,"Hi, There seems to be a delay with the shipment. It involves premium device on my side. At the same time, can you explain how this feature works? Any help would be appreciated.",Orders & Delivery,Product Inquiry,High,Open
TKT-002937,2025-11-07 04:40:58,email,Enterprise,English,Premium Device,Please review this request,"Hi, I need my money back if this cannot be resolved. In addition, the issue seems technical because the same step keeps timing out.",Refunds & Returns,Technical Support,High,Open
TKT-002462,2025-03-18 04:18:04,chat,Basic,French,Analytics Dashboard,plan options on my account,This is more of a general product question. This is affecting my work today. Please look into this.,Product Inquiry,None,Low,Open
TKT-000427,2025-03-20 00:44:50,email,Basic,French,Subscription Plan,Problem with service,"Hi,  I  noticed  an  unexpected  charge  and  need  clarification.  It  involves  subscription  plan  on  my  side.  I  only  need  a  clear  update  on  what  is  happening.  Thanks.",Billing,None,Medium,Open
TKT-000495,2025-10-09 08:53:05,phone,Free,English,Web App,Follow-up on my previous issue,"I appear to be locked out and cannot get back in. Also, i am comparing plans and need clarification. I am using the service on mobile. pls let me know what I should do next.",Account Access,Product Inquiry,High,Resolved
TKT-001208,2025-12-07 12:06:24,web_form,Free,Spanish,Replacement Unit,Please  review  this  request,Tracking has not updated in a while.,Orders & Delivery,None,Medium,Open
TKT-002717,2025-10-17 12:33:08,web_form,Basic,English,Data Export,Support request,I  need  help  with  something.  The  page  is  not  loading  properly  and  I  cannot  complete  the  task.  It  involves  data  export  on  my  side.  I  am  using  the  service  on  mobile.  I  was  hoping  this  would  be  fixed  by  now.  Please  look  into  this.,Technical Support,None,Medium,Resolved
TKT-002338,2025-09-09 01:07:48,chat,Basic,English,Subscription Plan,Please  check  this,"Hi, The amount shown on the invoice looks wrong. Also, can you explain how this feature works? pls let me know what I should do next.",Billing,Product Inquiry,Medium,Pending
TKT-001209,2025-09-27 12:42:11,web_form,Enterprise,Spanish,Premium Device,Question  about  Premium  Device,"Hi team, I cannot tell where the order currently is. It involves premium device on my side. please look into this.",Orders & Delivery,None,Medium,Resolved
TKT-002873,2025-03-18 04:15:41,web_form,Pro,English,Web App,Issue with error,I  am  seeing  unexpected  behaviour  in  the  product.  I  do  not  know  if  this  should  go  to  billing  or  support.  This  is  affecting  my  work  today.  Thanks.,Technical Support,None,High,Open
TKT-003047,2025-07-13 05:43:28,email,Basic,French,Customer Portal,Problem with service,The login step keeps failing even though my details should be correct. It involves customer portal on my side. This is quite frustrating. Please advise.,Account Access,None,Medium,Pending
TKT-002762,2025-12-23 14:22:48,chat,Basic,English,Web App,Issue with timeout,Can someone help with this? This was working before but now it keeps failing. Thanks.,Technical Support,None,Medium,Open
TKT-003336,2025-05-19 20:59:17,phone,Basic,French,Premium Device,Need help with Premium Device,I need my money back if this cannot be resolved. It involves premium device on my side. This has been going on since yesterday.,Refunds & Returns,None,High,Open
TKT-001240,2025-05-24 19:21:02,email,Pro,English,Subscription Plan,Support request,I am comparing plans and need clarification. This may also be related because i am not sure why this payment failed.,Product Inquiry,Billing,Low,Pending
TKT-003214,2025-05-25 22:31:10,email,Pro,English,API,,"Good morning, The issue seems technical because the same step keeps timing out. This seems linked to my recent order. Any help would be appreciated.",Technical Support,None,Medium,Open
TKT-003440,2025-09-18 09:04:03,email,Basic,English,Customer Portal,Need  support  urgently,"I think I was charged incorrectly for this. At the same time, i still cannot access the portal after trying several times. This has been going on since yesterday.",Billing,Account Access,High,Open
TKT-000276,2025-03-21 03:12:17,email,Pro,English,Customer Portal,Need help with Customer Portal,"Good morning, I need someone to review the billing on this account. Please look into this.",Billing,None,Medium,Resolved
TKT-000490,2025-09-18 21:09:20,web_form,Basic,English,API,Problem with API,"This was working before but now it keeps failing. In addition, i need someone to review the billing on this account. I am using the web version. I would appreciate a quick response.",Technical Support,Billing,Medium,Resolved
TKT-001928,2025-08-09 16:43:25,web_form,Free,English,Invoice Portal,Need help with Invoice Portal,"Good morning, The renewal amount looks different from what I expected. It involves invoice portal on my side. Thanks.",Billing,None,Medium,Resolved
TKT-001230,2025-07-27 17:53:54,email,Pro,English,Data Export,,Can someone help with this? The app crashes when I try to use this feature. It involves data export on my side.,Technical Support,,Low,Open
TKT-000691,2025-09-29 23:32:33,email,Basic,English,Mobile App,URGENT - Need  suport  urgently,,Product Inquiry,None,Medium,Pending
TKT-003271,2025-12-10 19:10:04,chat,Pro,Spanish,Replacement Unit,Need an update please,This has become a problem for me. I need my money back if this cannot be resolved. I do not know if this should go to billing or support. I would appreciate a quick response.,Refunds & Returns,None,Medium,Pending
TKT-DUP-00155,2025-05-15 10:43:31,email,Pro,English,Premium Device,Need an update,Can someone help with this? I need help understanding whether this is compatible with my setup. This is becoming urgent.,Product Inquiry,None,Medium,Resolved
TKT-002239,2025-12-22 20:04:56,web_form,Pro,Spanish,Web App,Question about Web App today,"Hello, I want to understand the pricing options better. This is affecting my work today.",Product Inquiry,None,Low,Pending
TKT-DUP-00128,2025-01-12 14:18:23,web_form,Enterprise,English,Data Export,Please  review  this  request,"Good morning, I cannot complete the workflow because something keeps breaking. It involves data export on my side. Please look into this.",Technical Support,None,High,Open
TKT-002770,2025-01-07 03:55:54,email,Free,Spanish,Data Export,Issue with failed export,The app crashes when I try to use this feature. It involves data export on my side. This may also be related because the renewal amount looks different from what I expected. I noticed this after trying to make a payment. Please advise.,Technical Support,Billing,Medium,Open
TKT-002611,2025-04-21 04:29:30,email,Basic,English,Analytics Dashboard,Question about Analytics Dashboard,"Hi team, The export fails halfway through and I do not know why. I need this resolved as soon as possible. Please look into this.",Technical Support,,Medium,Open
TKT-001059,2025-03-08 14:50:06,email,Enterprise,English,Starter Kit,Problem with recent activity,The package is missing and I need an update. This started after my last purchase. Please advise.,Orders & Delivery,None,Medium,Open
TKT-000119,2025-09-24 06:10:22,email,Basic,Spanish,Subscription Plan,Need  help  with  Subscription  Plan,"Can someone help with this? There seems to be a problem with the payment on my account. It involves subscription plan on my side. In addition, i want to understand the pricing options better. This started after my last purchase. I would appreciate a quick response.",Billing,Product Inquiry,Medium,Open
TKT-001025,2025-10-10 12:02:58,email,Basic,English,API,Need an update on this issue,"Hello, I am seeing unexpected behaviour in the product. It involves api on my side. This is becoming urgent.",Technical Support,None,High,Open
TKT-002857,2025-04-15 11:54:58,chat,Pro,Spanish,Starter Kit,Need an update on this issue,Can someone help with this? My order has still not arrived. This is affecting my work today. This is becoming urgent.,Orders & Delivery,None,Medium,Pending
TKT-000282,2025-11-01 20:12:31,web_form,Free,English,Subscription Plan,Problem with recent activity,The  amount  shown  on  the  invoice  looks  wrong.  This  seems  linked  to  my  recent  order.  pls  let  me  know  what  I  should  do  next.,Billing,None,Medium,Pending
TKT-003039,2025-10-14 03:32:04,email,Pro,English,Replacement Unit,Question about Replacement Unit,Delivery is taking longer than expected. It involves replacement unit on my side. I am using the web version. I would appreciate a quick response.,Orders & Delivery,None,Medium,Open
TKT-001317,2025-04-02 02:08:08,chat,Free,Spanish,missing,,Can someone help with this? I think I was charged incorrectly for this. This may also be related because my order has still not arrived. I noticed this after trying to make a payment. Please let me know what I should do next.,Billing,Orders & Delivery,High,Open
TKT-003374,2025-05-30 01:25:52,email,Pro,English,Premium Device,Problem with Premium Device,The  package  is  missing  and  I  need  an  update.  It  involves  premium  device  on  my  side.  This  seems  linked  to  my  recent  order.  Please  let  me  know  what  I  should  do  next.,Orders & Delivery,None,High,Resolved
TKT-000969,2025-02-22 18:40:26,chat,Pro,English,Premium Device,NEED AN UPDATE,"Hi team, I think I was charged incorrectly for this. It involves premium device on my side. In addition, i have not had an update on my refund yet. Please look into this.",Billing,Refunds & Returns,Medium,Pending
TKT-001666,2025-09-25 21:35:01,chat,Pro,English,Web App,Need help with Web App,I  am  seeing  unexpected  behaviour  in  the  product.  I  was  hoping  this  would  be  fixed  by  now.  Thanks.,Technical Support,None,High,Open
TKT-001833,2025-05-27 11:11:57,email,Pro,French,Subscription Plan,probem with Subscription Plan,,Billing,Refunds & Returns,High,Open
TKT-001954,2025-12-09 01:38:02,chat,Basic,English,Web App,Question about my account,Can someone help with this? I am seeing unexpected behaviour in the product. It involves web app on my side. This seems linked to my recent order. I would appreciate a quick response.,Technical Support,None,Low,Pending
TKT-DUP-00035,2025-10-29 06:45:56,chat,Pro,Spanish,Web App,Follow-up on my previous issue please,The app crashes when I try to use this feature. It involves web app on my side. I do not know if this should go to billing or support.,Technical Support,None,Medium,Open
TKT-000620,2025-01-05 06:04:48,email,,English,Analytics Dashboard,Please review this request,"Hi team, The system keeps showing an error when I try to continue. It involves analytics dashboard on my side. I am using the service on mobile.",Technical Support,None,Medium,Open
TKT-001743,2025-06-22 06:20:42,web_form,Basic,English,Replacement Unit,Need an update on this issue,"Hello, The item is damaged so I may need a replacement or refund. It involves replacement unit on my side. At the same time, there seems to be a problem with the payment on my account. This is becoming urgent.",Refunds & Returns,Billing,Medium,Open
TKT-003094,2025-12-25 14:48:34,email,Free,English,Starter Kit,Issue with delivery,"Hello,  Tracking  has  not  updated  in  a  while.  This  seems  linked  to  my  recent  order.  This  has  been  going  on  since  yesterday.  Thanks.",Orders & Delivery,None,Medium,Open
